id,sequencia,quantidade,vlrUnitLiq,codProdutoPdv,codTipoProdutoPdv,descricao,codUnidade,obsItem,extras,codPedido_id
121732,15,1,14.19,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13588900
121733,16,1,5.99,8082,FIXED,Cogumelo Shimeji Branco Band (200g),unid,,,13588900
122951,8,4,2.4,296,FIXED,Rúcula (Maço),unid,,,13604714
122952,9,1,7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13604714
122953,10,4,2.77,274,FIXED,Berinjela (Kg),unid,,,13604714
122954,11,6,1.87,26,FIXED,Chuchu (Kg),unid,,,13604714
122955,12,7,2.93,323,FIXED,Tomate Salada Médio (Kg),unid,,,13604714
122956,13,4,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13604714
122957,14,4,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13604714
122958,15,6,4.2,283,FIXED,Limão Tahiti (Kg),unid,,,13604714
122959,16,1,2.39,310,FIXED,Mamão Formosa (Uni),unid,,,13604714
122960,17,10,1.99,21,FIXED,Batata Lavada (Kg),unid,,,13604714
122961,18,8,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13604714
122962,19,6,1.6,541,FIXED,Cebola para Conserva (Kg),unid,,,13604714
122963,20,8,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13604714
122964,21,2,5.3,340,FIXED,Mandioquinha (Kg),unid,,,13604714
123549,1,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13630830
121748,1,3,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13588942
121749,2,6,1.12,268,FIXED,Alho Poró (Uni),unid,,,13588942
121750,3,4,1.28,9076,FIXED,Escarola (UN),unid,,,13588942
121751,4,2,8,486,FIXED,Tomate Grape (Kg),unid,,,13588942
121752,5,6,3.5,288,FIXED,Morango (Bdj),unid,,,13588942
122965,1,1,3.99,265,FIXED,Agrião (Maço),unid,,,13604936
122966,2,2,2.5,9074,FIXED,Alface Americana (Uni),unid,,,13604936
122967,3,1,1.75,268,FIXED,Alho Poró (Uni),unid,,,13604936
122968,4,1,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13604936
122969,5,1,1.89,280,FIXED,Couve (Maço),unid,,,13604936
122970,6,1,1.89,9076,FIXED,Escarola (Uni),unid,,,13604936
122971,7,1,3.75,296,FIXED,Rúcula (Maço),unid,,,13604936
122972,8,1,2.09,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13604936
122973,9,1,2.65,292,FIXED,Pimentão Verde (500g),unid,,,13604936
122974,10,1,2.76,487,FIXED,Laranja Pera (Kg),unid,,,13604936
122975,11,1,4.6,283,FIXED,Limão Tahiti (Kg),unid,,,13604936
122976,12,2,1.05,65,FIXED,Maçã Fuji (Uni),unid,,,13604936
122977,13,2,4.99,288,FIXED,Morango (Bdj),unid,,,13604936
122978,14,1,1.99,21,FIXED,Batata Lavada (Kg),unid,,,13604936
122979,15,1,2.99,322,FIXED,Cebola Média (Kg),unid,,,13604936
123550,2,1,2.4,246,FIXED,Brócolis Ninja (Uni),unid,,,13630830
123551,3,1,2.4,296,FIXED,Rúcula (Maço),unid,,,13630830
123552,4,2,8,486,FIXED,Tomate Grape (Kg),unid,,,13630830
123989,31,5,3.2,276,FIXED,Cebola Graúda (Kg),unid,,,13652446
123990,32,1,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13652446
121058,1,1,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13578257
121059,2,1,4.25,281,FIXED,Espinafre (Maço),unid,,,13578257
121060,3,1,2.09,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13578257
121061,4,1,2.99,274,FIXED,Berinjela (Kg),unid,,,13578257
121062,5,1,3.97,26,FIXED,Chuchu (Kg),unid,,,13578257
121063,6,1,6.38,299,FIXED,Tomate Molho (Kg),unid,,,13578257
121064,7,1,4.19,327,FIXED,Abacaxi Pérola (Uni),unid,,,13578257
121065,8,1,5.89,270,FIXED,Banana Nanica (Kg),unid,,,13578257
121066,9,1,2.76,487,FIXED,Laranja Pera (Kg),unid,,,13578257
121067,10,1,4.6,283,FIXED,Limão Tahiti (Kg),unid,,,13578257
121068,11,1,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13578257
121069,12,1,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13578257
121070,13,1,5.2,287,FIXED,Maracujá (Kg),unid,,,13578257
121071,14,1,5.99,9060,FIXED,Uva sem semente roxa (500g),unid,,,13578257
121072,15,2,1.5,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13578257
121073,16,2,1.99,21,FIXED,Batata Lavada (Kg),unid,,,13578257
121074,17,1,2.99,322,FIXED,Cebola Média (Kg),unid,,,13578257
121078,1,2,2,9075,FIXED,Alface lisa  (Uni),unid,,,13578359
121079,2,1,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13578359
121080,3,1,6.69,247,FIXED,Couve Flor (Uni),unid,,,13578359
121081,4,2,5.49,323,FIXED,Tomate Salada Médio (Kg),unid,,,13578359
121082,5,1,3.85,308,FIXED,Abacate Comum (Uni),unid,,,13578359
121083,6,1,4.89,271,FIXED,Banana Prata (Kg),unid,,,13578359
121084,7,1,4.6,283,FIXED,Limão Tahiti (Kg),unid,,,13578359
121085,8,2,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13578359
121086,9,2,2.75,232,FIXED,Manga Tommy (Uni),unid,,,13578359
121087,10,1,5.99,9060,FIXED,Uva sem semente roxa (500g),unid,,,13578359
121088,11,1,2.99,322,FIXED,Cebola Média (Kg),unid,,,13578359
122980,1,3,0.95,9031,FIXED,Coentro (100g),unid,,,13605168
122981,2,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13605168
122982,3,1,2.99,215,FIXED,Manjericão (150g),unid,,,13605168
122983,4,1,2,16,FIXED,Acelga (Uni),unid,,,13605168
122984,5,1,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13605168
122985,6,5,1.39,487,FIXED,Laranja Pera (Kg),unid,,,13605168
122986,7,20,1.88,316,FIXED,Cenoura Graúda (Kg),unid,,,13605168
123553,1,5,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13630880
123554,2,1,6.03,328,FIXED,Limão Siciliano (Kg),unid,,,13630880
123555,3,1,5.99,9060,FIXED,Uva sem semente roxa (500g),unid,,,13630880
123556,4,10,2.13,316,FIXED,Cenoura Graúda (Kg),unid,,,13630880
123557,1,2,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13630902
123558,2,8,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13630902
123559,3,1,9,2054,FIXED,Kiwi (500g),unid,,,13630902
123560,4,8,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13630902
123561,5,4,5.02,287,FIXED,Maracujá (Kg),unid,,,13630902
123562,6,1,3.5,288,FIXED,Morango (Bdj),unid,,,13630902
123563,7,1,8.4,9077,FIXED,Pêssego Nacional (Kg),unid,,,13630902
123564,8,1,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13630902
123565,1,6,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13630944
123566,2,30,0.87,65,FIXED,Maçã Fuji (Uni),unid,,,13630944
123567,3,8,3,310,FIXED,Mamão Formosa (Uni),unid,,,13630944
123568,4,1,15,34,FIXED,Melancia (Uni),unid,,,13630944
123569,5,5,4.8,303,FIXED,Melão Amarelo (Uni),unid,,,13630944
123570,6,8,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13630944
123991,33,2,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13652446
124302,1,1,3.99,265,FIXED,Agrião (Maço),unid,,,13673949
124303,2,1,2.5,9074,FIXED,Alface Americana (Uni),unid,,,13673949
124304,3,1,5.99,247,FIXED,Couve Flor (Uni),unid,,,13673949
124305,4,1,2.99,274,FIXED,Berinjela (Kg),unid,,,13673949
124306,5,1,3.49,9038,FIXED,Pepino Comum (Kg),unid,,,13673949
124307,6,1,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13673949
124308,7,1,6.38,299,FIXED,Tomate Molho (Kg),unid,,,13673949
124309,8,1,4,308,FIXED,Abacate Comum (Uni),unid,,,13673949
124310,9,1,4.19,327,FIXED,Abacaxi Pérola (Uni),unid,,,13673949
124311,10,1,4.89,270,FIXED,Banana Nanica (Kg),unid,,,13673949
124312,11,1,4.39,9079,FIXED,Banana Nanica Verde  (Kg),unid,,,13673949
124313,12,1,4.89,271,FIXED,Banana Prata (Kg),unid,,,13673949
124314,13,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13673949
122987,1,1,3.2,9055,FIXED,Hortelã  Maço (250g),unid,,,13605230
122988,2,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13605230
122989,3,3,2.18,265,FIXED,Agrião (Maço),unid,,,13605230
122990,4,5,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13605230
122991,5,4,1.28,9076,FIXED,Escarola (UN),unid,,,13605230
122992,6,4,2.11,281,FIXED,Espinafre (Maço),unid,,,13605230
122993,7,4,2.4,296,FIXED,Rúcula (Maço),unid,,,13605230
122994,8,1,7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13605230
122995,9,3,1.87,26,FIXED,Chuchu (Kg),unid,,,13605230
122996,10,2,2.93,323,FIXED,Tomate Salada Médio (Kg),unid,,,13605230
122997,11,3,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13605230
122998,12,2,1.99,21,FIXED,Batata Lavada (Kg),unid,,,13605230
122999,1,4,2.5,2025,FIXED,Cebolinha (250g),unid,,,13605266
121797,1,1,6.26,1003,FIXED,Alface Crespa Higienizada (500g),unid,,,13589177
121798,2,1,8,1005,FIXED,Alface Romana Higienizada (500g),unid,,,13589177
121799,3,1,1.86,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13589177
121800,4,1,7.5,291,FIXED,Pimentão Amarelo (500g),unid,,,13589177
121801,5,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13589177
121802,6,1,10,300,FIXED,Vagem (Kg),unid,,,13589177
121803,7,1,2.8,308,FIXED,Abacate Comum (Uni),unid,,,13589177
121804,8,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13589177
121805,9,3,1.35,285,FIXED,Mamão Papaya (Uni),unid,,,13589177
121806,10,1,3.5,288,FIXED,Morango (Bdj),unid,,,13589177
121807,11,1,6,9084,FIXED,Uva Verde sem semente (500g),unid,,,13589177
121808,12,1,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13589177
121809,13,1,22.95,0003,FIXED,Mel Silvestre (Vidro 750g),unid,,,13589177
123571,1,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13630985
123000,2,6,4.2,283,FIXED,Limão Tahiti (Kg),unid,6 kg graudos,,13605266
123001,3,8,2.39,310,FIXED,Mamão Formosa (Uni),unid,"bem verde para doce
",,13605266
123572,2,30,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13630985
123573,3,2,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13630985
123574,4,18,5.02,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13630985
123575,5,20,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13630985
123576,1,1,2.5,2025,FIXED,Cebolinha (250g),unid,,,13630989
123577,2,2,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13630989
123578,3,2,2,16,FIXED,Acelga (Uni),unid,,,13630989
123579,4,5,2.47,265,FIXED,Agrião (Maço),unid,,,13630989
123580,5,6,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13630989
123581,6,8,1.28,9075,FIXED,Alface lisa  (Uni),unid,,,13630989
123582,7,12,2.08,280,FIXED,Couve (Maço),unid,,,13630989
123583,8,3,1.28,9076,FIXED,Escarola (UN),unid,,,13630989
123584,9,1,3.5,219,FIXED,Repolho Roxo (Uni),unid,,,13630989
123585,10,3,2,220,FIXED,Repolho Verde (Uni),unid,,,13630989
123586,11,6,2.4,296,FIXED,Rúcula (Maço),unid,,,13630989
123587,12,1,5.7,263,FIXED,Abóbora Japonesa (Uni),unid,,,13630989
123588,13,4,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13630989
123589,14,4,2.81,274,FIXED,Berinjela (Kg),unid,,,13630989
123002,1,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13605322
123003,2,20,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13605322
123004,3,1,3.5,288,FIXED,Morango (Bdj),unid,,,13605322
123590,15,4,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13630989
123591,16,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13630989
123005,1,12,1.12,268,FIXED,Alho Poró (Uni),unid,,,13606157
123006,2,20,4.16,299,FIXED,Tomate Molho (Kg),unid,,,13606157
123007,3,20,4.16,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13606157
123008,4,20,4.2,283,FIXED,Limão Tahiti (Kg),unid,,,13606157
123009,5,4,3.5,288,FIXED,Morango (Bdj),unid,,,13606157
123010,6,25,2.52,302,FIXED,Batata Asterix (Kg),unid,,,13606157
123011,7,6,7.88,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13606157
123592,17,12,2.93,323,FIXED,Tomate Salada Médio (Kg),unid,,,13630989
123593,18,4,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13630989
123594,19,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13630989
123595,20,6,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13630989
123596,21,1,3,310,FIXED,Mamão Formosa (Uni),unid,,,13630989
123597,22,1,15,34,FIXED,Melancia (Uni),unid,,,13630989
123598,23,1,3.5,288,FIXED,Morango (Bdj),unid,,,13630989
123599,24,5,1.96,272,FIXED,Batata Bolinha (Kg),unid,,,13630989
123600,25,10,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13630989
123601,26,5,2.4,22,FIXED,Beterraba (Kg),unid,,,13630989
123602,27,7,2.1,322,FIXED,Cebola Média (Kg),unid,,,13630989
123603,28,8,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13630989
123992,1,1,4.69,2009,FIXED,Mix de Folhas de Alface (180g),unid,,,13652888
123993,2,1,4.68,2008,FIXED,Rúcula Higienizada (180g),unid,,,13652888
123994,3,1,2.99,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13652888
123995,4,1,6.77,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13652888
123996,5,1,4.19,327,FIXED,Abacaxi Pérola (Uni),unid,,,13652888
123997,6,1,4.89,270,FIXED,Banana Nanica (Kg),unid,,,13652888
123998,7,1,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13652888
123999,8,1,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13652888
124000,9,1,2.25,545,FIXED,Manga Palmer (Uni),unid,,,13652888
124001,10,1,4.59,288,FIXED,Morango (Bdj),unid,,,13652888
124002,11,2,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13652888
124003,12,1,3.59,276,FIXED,Cebola Graúda (Kg),unid,,,13652888
124004,13,1,2.5,541,FIXED,Cebola para Conserva (Kg),unid,,,13652888
124005,14,1,14.19,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13652888
124315,14,1,6.79,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13673949
124316,15,1,3.99,310,FIXED,Mamão Formosa (Uni),unid,,,13673949
124317,16,1,2.25,545,FIXED,Manga Palmer (Uni),unid,,,13673949
124318,17,1,4.59,288,FIXED,Morango (Bdj),unid,,,13673949
124319,18,2,2.5,317,FIXED,Pêra Portuguesa (Uni),unid,,,13673949
121839,1,1,3.85,308,FIXED,Abacate Comum (Uni),unid,,,13589323
121840,2,1,4.68,2008,FIXED,Rúcula Higienizada (180g),unid,,,13589323
121841,3,1,4.6,283,FIXED,Limão Tahiti (Kg),unid,,,13589323
121842,4,1,1.89,9076,FIXED,Escarola (Uni),unid,,,13589323
121843,5,1,5.25,2019,FIXED,Salada Ralada Higienizada (180g),unid,,,13589323
121844,6,1,4.89,271,FIXED,Banana Prata (Kg),unid,,,13589323
121845,7,1,10.99,8086,FIXED,Cogumelo Shitake Fatiado (200g),unid,,,13589323
123012,1,1,2,9075,FIXED,Alface lisa  (Uni),unid,,,13606332
123013,2,1,3.75,296,FIXED,Rúcula (Maço),unid,,,13606332
123014,3,1,2.8,15,FIXED,Abobrinha Itália Pequena (Kg),unid,,,13606332
123015,4,1,2.99,9038,FIXED,Pepino Comum (Kg),unid,,,13606332
123016,5,1,12.5,486,FIXED,Tomate Grape (Kg),unid,,,13606332
123017,6,1,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13606332
123018,7,3,1.5,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13606332
123604,1,2,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13631174
123605,2,2,5.99,247,FIXED,Couve Flor (Uni),unid,,,13631174
123606,3,1,4.68,2002,FIXED,Alface Americana Higienizada (180g),unid,,,13631174
123607,4,1,12.5,486,FIXED,Tomate Grape (Kg),unid,,,13631174
123608,5,1,4.89,271,FIXED,Banana Prata (Kg),unid,,,13631174
123609,6,2,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13631174
123610,7,1,5.2,287,FIXED,Maracujá (Kg),unid,,,13631174
123611,8,1,7.5,303,FIXED,Melão Amarelo (Uni),unid,,,13631174
123612,9,1,2.75,322,FIXED,Cebola Média (Kg),unid,,,13631174
124006,1,1,7,540,FIXED,Abóbora Moranga (Uni),unid,,,13655630
124007,2,1,7,540,FIXED,Abóbora Moranga (Uni),unid,,,13655630
124008,3,5,1.95,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13655630
124009,4,5,0.96,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13655630
124010,5,5,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13655630
124011,6,2,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13655630
124012,7,1,8.93,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13655630
124320,19,1,9.89,9084,FIXED,Uva Verde sem semente (500g),unid,,,13673949
124321,20,1,1.5,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13673949
124322,21,1,2.2,21,FIXED,Batata Lavada (Kg),unid,,,13673949
124323,22,1,2.75,322,FIXED,Cebola Média (Kg),unid,,,13673949
124324,23,1,2.89,316,FIXED,Cenoura Graúda (Kg),unid,,,13673949
124325,24,1,7,12,FIXED,Inhame (Kg),unid,,,13673949
121862,1,30,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13589368
121863,1,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13589389
121864,2,2,1.35,285,FIXED,Mamão Papaya (Uni),unid,,,13589389
121865,3,1,3.5,288,FIXED,Morango (Bdj),unid,,,13589389
121866,4,2,6,9084,FIXED,Uva Verde sem semente (500g),unid,,,13589389
121867,5,1,0.68,277,FIXED,Cenoura Toco (Kg),unid,,,13589389
123019,1,17,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13606935
123020,2,3,2.73,9079,FIXED,Banana Nanica Verde - (Kg),unid,,,13606935
123021,3,11,3.5,288,FIXED,Morango (Bdj),unid,,,13606935
123613,1,4,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13631360
123614,2,1,2.39,281,FIXED,Espinafre (Maço),unid,,,13631360
123615,3,3,2.4,296,FIXED,Rúcula (Maço),unid,,,13631360
123616,4,3,2.81,274,FIXED,Berinjela (Kg),unid,,,13631360
123617,5,2,1.87,26,FIXED,Chuchu (Kg),unid,,,13631360
123618,6,2,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13631360
123619,7,5,2.93,323,FIXED,Tomate Salada Médio (Kg),unid,,,13631360
123620,8,1,10,300,FIXED,Vagem (Kg),unid,,,13631360
121137,1,1,2.8,15,FIXED,Abobrinha Itália Pequena (Kg),unid,,,13581355
121138,2,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13581355
121139,3,1,10.75,9081,FIXED,Tomate Holandês (Kg),unid,,,13581355
121140,4,2,4.89,271,FIXED,Banana Prata (Kg),unid,,,13581355
121141,5,4,1.05,65,FIXED,Maçã Fuji (Uni),unid,,,13581355
121142,6,1,2.5,285,FIXED,Mamão Papaya (Uni),unid,,,13581355
121143,7,2,2.17,545,FIXED,Manga Palmer (Uni),unid,,,13581355
121144,8,1,5.2,287,FIXED,Maracujá (Kg),unid,,,13581355
121145,9,1,4.99,288,FIXED,Morango (Bdj),unid,,,13581355
121146,10,2,2.5,317,FIXED,Pêra Portuguesa (Uni),unid,,,13581355
121147,11,1,5.99,9060,FIXED,Uva sem semente roxa (500g),unid,,,13581355
121148,12,1,17.5,9053,FIXED,Alho com casca (500g),unid,,,13581355
121149,13,1,4.5,272,FIXED,Batata Bolinha (Kg),unid,,,13581355
121150,14,1,3.39,316,FIXED,Cenoura Graúda (Kg),unid,,,13581355
121151,15,1,5,9052,FIXED,Alecrim (250g),unid,,,13581355
121152,16,1,21.79,0001,FIXED,Mel Silvestre (Vidro 330g),unid,,,13581355
118835,1,2,1.39,487,FIXED,Laranja Pera (Kg),unid,,,13569392
118836,2,1,4.8,303,FIXED,Melão Amarelo (Uni),unid,,,13569392
118837,3,1,2.1,322,FIXED,Cebola Média (Kg),unid,,,13569392
118838,4,2,7.88,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13569392
118839,1,6,2.5,2025,FIXED,Cebolinha (250g),unid,,,13569549
118840,2,6,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13569549
118841,3,3,2.8,15,FIXED,Abobrinha Itália pequena(Kg),unid,,,13569549
118842,4,20,4.16,260,FIXED,Tomate Salada Graúdo (Kg),unid,,,13569549
118843,5,1,10,300,FIXED,Vagem (Kg),unid,,,13569549
118844,6,6,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,doce para sobremesa,,13569549
118845,7,18,2.73,270,FIXED,Banana Nanica (Kg),unid,colorido ,,13569549
118846,8,1,9,2054,FIXED,Kiwi (500g),unid,,,13569549
118847,9,20,4.2,283,FIXED,Limão Tahiti (Kg),unid,,,13569549
118848,10,10,1.35,545,FIXED,Manga Palmer (Uni),unid,maduro,,13569549
118849,11,4,3.5,288,FIXED,Morango (Bdj),unid,,,13569549
118850,12,25,1.99,21,FIXED,Batata Lavada (Kg),unid,,,13569549
118851,13,3,0.96,9083,FIXED,Batata Doce Graúda (Kg),unid,,,13569549
118852,14,20,2.1,322,FIXED,Cebola Média (Kg),unid,,,13569549
118853,15,10,1.88,316,FIXED,Cenoura Graúda (Kg),unid,,,13569549
118854,16,6,7.88,289,FIXED,Ovo (Bdj com 30 ovos),unid,,,13569549
121874,1,6,1.86,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13589452
121875,2,4,2.77,274,FIXED,Berinjela (Kg),unid,,,13589452
121876,3,3,2.22,290,FIXED,Pepino Japonês (Kg),unid,,,13589452
121877,4,5,8,486,FIXED,Tomate Grape (Kg),unid,,,13589452
121878,5,3,2.93,323,FIXED,Tomate Salada Médio (Kg),unid,,,13589452
121879,6,3,1.39,487,FIXED,Laranja Pera (Kg),unid,,,13589452
121880,7,4,4.2,283,FIXED,Limão Tahiti (Kg),unid,,,13589452
121881,8,7,1.1,232,FIXED,Manga Tommy (Uni),unid,,,13589452
121882,9,3,4.5,287,FIXED,Maracujá (Kg),unid,,,13589452
121883,10,4,2.18,22,FIXED,Beterraba (Kg),unid,,,13589452
121884,11,5,4.4,9069,FIXED,Cebola Roxa Graúda (Kg)	,unid,,,13589452
123022,1,1,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13607182
123023,2,1,1.89,9076,FIXED,Escarola (Uni),unid,,,13607182
123024,3,1,7.5,293,FIXED,Pimentão Vermelho (500g),unid,,,13607182
123025,4,1,6.38,299,FIXED,Tomate Molho (Kg),unid,,,13607182
123026,5,1,3.85,308,FIXED,Abacate Comum (Uni),unid,,,13607182
123027,6,1,4.89,271,FIXED,Banana Prata (Kg),unid,,,13607182
123028,7,1,6.99,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13607182
123029,8,1,5.99,9060,FIXED,Uva sem semente roxa (500g),unid,,,13607182
123030,9,1,1.5,273,FIXED,Batata Doce Rosada Média (Kg),unid,,,13607182
123031,10,1,1.99,21,FIXED,Batata Lavada (Kg),unid,,,13607182
123032,11,1,2.99,322,FIXED,Cebola Média (Kg),unid,,,13607182
123033,12,1,3.39,316,FIXED,Cenoura Graúda (Kg),unid,,,13607182
123034,13,1,2.99,279,FIXED,Coentro (250g),unid,,,13607182
123035,14,1,7.99,8092,FIXED,Champignon Fresco (200g),unid,,,13607182
123621,9,2,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13631360
123622,10,4,6.92,283,FIXED,Limão Tahiti (Kg),unid,,,13631360
123623,11,1,5.02,287,FIXED,Maracujá (Kg),unid,,,13631360
124013,1,1,1.75,268,FIXED,Alho Poró (Uni),unid,,,13656689
118855,1,20,2.97,351,FIXED,Batata Asterix Especial (Kg),unid,,,13569598
121891,1,1,2.5,2025,FIXED,Cebolinha (250g),unid,,,13589481
121892,2,4,3.75,246,FIXED,Brócolis Ninja (Uni),unid,,,13589481
121893,3,2,2.11,281,FIXED,Espinafre (Maço),unid,,,13589481
121894,4,14,1.86,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13589481
121895,5,1,8,486,FIXED,Tomate Grape (Kg),unid,,,13589481
121896,6,1,10,300,FIXED,Vagem (Kg),unid,,,13589481
121897,7,3,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13589481
121898,8,1,4.43,9078,FIXED,Maça Fuji Pequena (Kg),unid,,,13589481
121899,9,5,1.99,21,FIXED,Batata Lavada (Kg),unid,,,13589481
121900,1,1,5.39,1015,FIXED,Alface Americana Picada (500g),unid,,,13589482
121901,2,1,1.86,348,FIXED,Abobrinha Itália Graúda (Kg),unid,,,13589482
121902,3,1,2.93,323,FIXED,Tomate Salada Médio (Kg),unid,,,13589482
121903,4,1,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13589482
121904,5,1,2.73,270,FIXED,Banana Nanica (Kg),unid,,,13589482
121905,6,1,3,271,FIXED,Banana Prata (Kg),unid,,,13589482
121906,7,1,1.39,487,FIXED,Laranja Pera (Kg),unid,,,13589482
121907,8,3,1.35,285,FIXED,Mamão Papaya (Uni),unid,,,13589482
121908,9,2,3.5,288,FIXED,Morango (Bdj),unid,,,13589482
121909,10,1,5.99,9060,FIXED,Uva sem semente roxa (500g),unid,,,13589482
121910,11,1,18,8081,FIXED,Shimeji Branco,unid,,,13589482
121911,1,4,2.93,323,FIXED,Tomate Salada Médio (Kg),unid,,,13589491
121912,2,1,10,300,FIXED,Vagem (Kg),unid,,,13589491
121913,3,2,3.2,327,FIXED,Abacaxi Pérola (Uni),unid,,,13589491
121914,4,2,4.2,283,FIXED,Limão Tahiti (Kg),unid,,,13589491
121915,5,2,4.2,283,FIXED,Limão Tahiti (Kg),unid,,,13589491
121916,6,1,2.39,310,FIXED,Mamão Formosa (Uni),unid,,,13589491
121917,7,2,3.5,288,FIXED,Morango (Bdj),unid,,,13589491
121918,8,3,1.99,21,FIXED,Batata Lavada (Kg),unid,,,13589491
118856,1,2,2.5,2025,FIXED,Cebolinha (250g),unid,,,13569631
118857,2,1,5,233,FIXED,Salsão (Uni),unid,,,13569631
118858,3,1,1.28,2024,FIXED,Salsinha Maço (250g),unid,,,13569631
118859,4,3,1.6,9074,FIXED,Alface Americana (Uni),unid,,,13569631
